x,y
17.45219199359417,8.288432653458143
9.114134404808283,7.799703680561799
6.944158907979727,8.099897835890987
14.803149871528149,9.522316373644205
11.438588302582502,9.11313194899242
5.99449548125267,7.831310460237128
19.463702522218227,12.618791338577747
15.192711036652327,12.206695940434528
12.655475925654173,10.3317075906435
12.763844352215528,9.078847882235715
18.933121886104345,11.369938806874524
4.5367853455245495,6.741993648103506
16.08796525001526,7.2750050198361524
7.770494781434536,6.580950349654172
10.64144778251648,10.318895489757077
7.032169379293919,7.60118360599994
7.6490377970039845,8.21059635077453
12.403753478080034,9.33459070702101
13.652348078787327,10.183153397850234
6.795998353511095,9.809809129629073
17.758966580033302,10.85205790399788
10.217916127294302,8.648702888074038
11.721757404506207,7.799438570578566
17.20203996822238,10.034489417025659
4.637625847011805,7.918792441344532
10.904893673956394,8.60201766726215
11.577676981687546,8.987473922261474
6.538252580910921,7.6756196782052175
13.519630745053291,8.73976032434237
11.690523598343134,7.0439164704421575
11.07980915531516,7.3483895412453455
18.310875102877617,12.702957371424286
15.102234683930874,10.477412466996945
11.88357300683856,8.84492529829731
10.312722869217396,6.52269353499912
16.017892982810736,9.408576161512272
4.577044423669577,6.311204225576585
15.689713027328253,9.749496766004446
19.701977767050266,10.139931969375963
6.464259851723909,8.086389925473865
4.28122116997838,6.456509105009058
6.82904190570116,6.160491874029315
17.376699149608612,10.383382601534565
10.450185425579548,6.697121605944902
10.40415159240365,9.959172130328165
4.517039991915226,6.486021914426651
11.581013899296522,10.324166881669337
7.302395176142454,6.128041232820264
9.36943294852972,6.7426889162211125
12.447347491979599,8.140477952359062
16.07504351437092,11.096500702533703
11.517167765647173,8.673692574472934
